,title,title_count,title_split,new_title,type,match_score,title_level,leftover,temp,score,temp_2
509,"enterprise information management operation lead, avp",1.0,enterprise information management operation lead assistant vice president,information management,great,90.0,lead assistant vice president,,,90.0,"(data governance, 33, great)"
510,,,,,,,,,,,
511,,,,,,,,,,,
512,enterprise data governance senior manager,1.0,enterprise data governance senior manager,data governance,great,90.0,senior manager,,,90.0,"(data governance, 33, great)"
513,enterprise data governance officer,1.0,enterprise data governance officer,data governance,great,90.0,officer,,,90.0,"(data governance, 33, great)"
514,,,,,,,,,,,
515,,,,,,,,,,,
516,,,,,,,,,,,
517,,,,,,,,,,,
518,"eim, strategy &amp; architecture lead",1.0,enterprise information management strategy amp architecture lead,information management,great,90.0,lead,,,90.0,"(data governance, 33, great)"
519,eim manager,1.0,enterprise information management manager,information management,great,90.0,manager,,,90.0,"(data governance, 33, great)"
520,edm director,1.0,edm director,,,,director,edm,"(risk change management, 60, great)",60.0,"(data steward, 27, great)"
521,,,,,,,,,,,
522,dw manager,1.0,data warehouse manager,data warehouse,great,100.0,manager,,,100.0,"(data governance, 33, great)"
523,,,,,,,,,,,
524,,,,,,,,,,,
525,director. solution partnerships,1.0,director solution partnerships,,,,director,solution partnerships,"(accounting manager, 51, great)",51.0,"(enterprise solutions, 68, common)"
526,"director, worldwide medical reporting and insights lead",1.0,director worldwide medical reporting and insights lead,,,,director lead,worldwide medical reporting and insights,"(chief medical officer, 86, great)",86.0,"(risk reporting, 78, great)"
527,"director, tech integrations it",1.0,director tech integrations it,,,,director,tech integrations it,"(chief information officer, 58, great)",58.0,"(information technology, 62, common)"
528,"director, strategic data services",1.0,director strategic data services,data services,great,90.0,director,,,90.0,"(data governance, 33, great)"
529,"director, sales data & analytics",1.0,director sales data analytics,sales data,great,90.0,director,,,90.0,"(data governance, 33, great)"
530,"director, reference data service",1.0,director reference data service,,,,director,reference data service,"(data warehouse, 86, great)",86.0,"(data services, 69, great)"
531,"director, project management, strategic investments products and data",1.0,director project management strategic investments products and data,,,,director project,management strategic investments products and data,"(identity & access management, 86, great)",86.0,"(data management, 100, great)"
532,"director, policy, architecture and governance",1.0,director policy architecture and governance,architecture,great,90.0,director,,,90.0,"(data governance, 33, great)"
533,"director, it data services / integrations",1.0,director it data services integrations,data services,great,90.0,director,,,90.0,"(data governance, 33, great)"
534,"director, investments it - strategic solutions",1.0,director investments it strategic solutions,,,,director,investments it strategic solutions,"(data services, 49, great)",49.0,"(business solutions, 67, common)"
535,"director, information governance",1.0,director information governance,information governance,great,100.0,director,,,100.0,"(data governance, 33, great)"
536,"director, information and integration architecture",1.0,director information and integration architecture,architecture,great,90.0,director,,,90.0,"(data governance, 33, great)"
537,"director, informatics (soon to be cdo)",1.0,director informatics soon to be chief data officer,informatics,great,90.0,director officer,,,90.0,"(data governance, 33, great)"
538,"director, hr data governance & business intelligence",1.0,director hr data governance business intelligence,business intelligence,great,90.0,director,,,90.0,"(data governance, 33, great)"
539,"director, gds program",1.0,director gds program,,,,director,gds program,"(solvency ii program manager, 86, great)",86.0,"(solvency ii program manager, 78, great)"
540,"director, financial system solutions",1.0,director financial system solutions,,,,director,financial system solutions,"(chief financial officer, 53, great)",53.0,"(financial systems, 74, common)"
541,"director, enterprise information management",1.0,director enterprise information management,information management,great,90.0,director,,,90.0,"(data governance, 33, great)"
542,"director, enterprise information governance",1.0,director enterprise information governance,information governance,great,90.0,director,,,90.0,"(data governance, 33, great)"
543,"director, enterprise data stewardship",1.0,director enterprise data stewardship,data steward,great,90.0,director,,,90.0,"(data governance, 33, great)"
544,"director, enterprise data management",1.0,director enterprise data management,data management,great,90.0,director,,,90.0,"(data governance, 33, great)"
545,"director, electronic algorithms & kinetic modeling",1.0,director electronic algorithms kinetic modeling,,,,director,electronic algorithms kinetic modeling,"(clinical quality, 50, great)",50.0,"(information architect, 47, great)"
546,"director, data warehouse development",1.0,director data warehouse development,data warehouse,great,90.0,director,,,90.0,"(data governance, 33, great)"
547,"director, data scientist, r&d team",1.0,director data scientist team,data scientist,great,95.0,director,,,95.0,"(data governance, 33, great)"
548,"director, data management",1.0,director data management,data management,great,100.0,director,,,100.0,"(data governance, 33, great)"
549,"director, data governance",1.0,director data governance,data governance,great,100.0,director,,,100.0,"(data governance, 33, great)"
550,"director, data engineering",1.0,director data engineering,,,,director,data engineering,"(market data vendor management, 86, great)",86.0,"(data engineering, 100, common)"
551,"director, customer data management",1.0,director customer data management,customer data management,great,100.0,director,,,100.0,"(data governance, 33, great)"
552,"director, commercial contracts at inc research",1.0,director commercial contracts at inc research,,,,director,commercial contracts at inc research,"(data science, 52, great)",52.0,"(master data governance, 48, great)"
553,"director, clinical innovation - co-chair of dg cousel",1.0,director clinical innovation co chair of data governance cousel,data governance,great,90.0,director of,,,90.0,"(data governance, 33, great)"
554,"director, business intelligence",1.0,director business intelligence,business intelligence,great,100.0,director,,,100.0,"(data governance, 33, great)"
555,"director, bi and data analytics",1.0,director business intelligence and data analytics,business intelligence,great,90.0,director,,,90.0,"(data governance, 33, great)"
556,director	 edw,1.0,director edw,,,,director,edw,"(chief medical officer, 60, great)",60.0,"(data steward, 27, great)"
557,director	 data management,1.0,director data management,data management,great,100.0,director,,,100.0,"(data governance, 33, great)"
558,director	 data architecture,1.0,director data architecture,data architecture,great,100.0,director,,,100.0,"(data governance, 33, great)"
559,director vendor relations,1.0,director vendor relations,,,,director,vendor relations,"(market data vendor management, 86, great)",86.0,"(regulatory reporting, 56, common)"
560,director reporting transformation,1.0,director reporting transformation,,,,director,reporting transformation,"(risk reporting, 86, great)",86.0,"(risk reporting, 78, great)"
561,director reporting,1.0,director reporting,risk reporting,great,90.0,director,,,90.0,"(data governance, 33, great)"
562,director operations (ww data strategy & governance),1.0,director operations ww data strategy governance,,,,director,operations ww data strategy governance,"(data protection officer, 86, great)",86.0,"(data governance, 100, great)"
563,director of marketing research,1.0,director of marketing research,,,,director of,marketing research,"(risk reporting, 53, great)",53.0,"(risk reporting, 56, great)"
564,director of it corporate technology,1.0,director of it corporate technology,,,,director of,it corporate technology,"(risk reporting, 49, great)",49.0,"(information technology, 71, common)"
565,director of information governance,1.0,director of information governance,information governance,great,100.0,director of,,,100.0,"(data governance, 33, great)"
566,director of information & technology services,1.0,director of information technology services,,,,director of,information technology services,"(data services, 86, great)",86.0,"(information technology, 100, common)"
567,director of enterprise data warehouse,1.0,director of enterprise data warehouse,data warehouse,great,90.0,director of,,,90.0,"(data governance, 33, great)"
568,director of enterprise data governance,1.0,director of enterprise data governance,data governance,great,90.0,director of,,,90.0,"(data governance, 33, great)"
569,director of data strategy,1.0,director of data strategy,,,,director of,data strategy,"(market data vendor management, 86, great)",86.0,"(sales data, 70, great)"
570,director of data management (in it),1.0,director of data management in it,data management,great,95.0,director of,,,95.0,"(data governance, 33, great)"
571,director of data management,1.0,director of data management,data management,great,100.0,director of,,,100.0,"(data governance, 33, great)"
572,director of data analysis,1.0,director of data analysis,,,,director of,data analysis,"(data analyst, 88, great)",88.0,"(data analysis, 100, common)"
573,director of bit administration - procurement,1.0,director of bit administration procurement,,,,director of,bit administration procurement,"(information management, 54, great)",54.0,"(database administrator, 58, common)"
574,director of administrative application development,1.0,director of administrative application development,,,,director of administrative,application development,"(clinical applications, 61, great)",61.0,"(application development, 100, common)"
575,director him,1.0,director him,,,,director,him,"(chief nursing officer, 60, great)",60.0,"(architect, 33, great)"
576,director fp&a,1.0,director fp,,,,director,fp,"(risk reporting, 45, great)",45.0,"(ifrs9, 29, great)"
577,director for strategic develop,1.0,director for strategic develop,,,,director,for strategic develop,"(ifrs9, 54, great)",54.0,"(developer, 53, common)"
578,director finance process change,1.0,director finance process change,,,,director,finance process change,"(finance change management, 74, great)",74.0,"(finance change management, 78, great)"
579,director enterprise master data architecture,1.0,director enterprise master data architecture,data architect,great,90.0,director,,,90.0,"(data governance, 33, great)"
580,director enterprise information architect,1.0,director enterprise information architect,information architect,great,90.0,director,,,90.0,"(data governance, 33, great)"
581,director enterprise data mgmt,1.0,director enterprise data management,data management,great,90.0,director,,,90.0,"(data governance, 33, great)"
582,director eim,1.0,director enterprise information management,information management,great,90.0,director,,,90.0,"(data governance, 33, great)"
583,director data management and governance,1.0,director data management and governance,data management,great,90.0,director,,,90.0,"(data governance, 33, great)"
584,director data governance office,1.0,director data governance office,data governance,great,95.0,director,,,95.0,"(data governance, 33, great)"
585,"director data governance and management, global bu",1.0,director data governance and management global bu,data governance,great,90.0,director global,,,90.0,"(data governance, 33, great)"
586,director business intelligence,1.0,director business intelligence,business intelligence,great,100.0,director,,,100.0,"(data governance, 33, great)"
587,director architecture,1.0,director architecture,architecture,great,100.0,director,,,100.0,"(data governance, 33, great)"
588,director and data governance change lead,1.0,director and data governance change lead,data governance,great,90.0,director lead,,,90.0,"(data governance, 33, great)"
589,director ace,1.0,director ace,,,,director,ace,"(data protection officer, 60, great)",60.0,"(architect, 50, great)"
590,director - strategic platform,1.0,director strategic platform,,,,director,strategic platform,"(clinical informatics, 50, great)",50.0,"(informatics, 55, great)"
591,director - software engineering,1.0,director software engineering,,,,director,software engineering,"(chief nursing officer, 47, great)",47.0,"(software engineer, 92, common)"
592,"director - enterprise services, analytics coe and strategy",1.0,director enterprise services analytics coe and strategy,analytics,great,90.0,director,,,90.0,"(data governance, 33, great)"
593,director - enterprise information architecture,1.0,director enterprise information architecture,information architect,great,90.0,director,,,90.0,"(data governance, 33, great)"
594,director - eim solution engineering,1.0,director enterprise information management solution engineering,information management,great,90.0,director,,,90.0,"(data governance, 33, great)"
595,director - data management & business intelligence,1.0,director data management business intelligence,business intelligence,great,90.0,director,,,90.0,"(data governance, 33, great)"
596,director â€“ data governance & enterprise content management (ecm),1.0,director data governance enterprise content management ecm,data governance,great,90.0,director,,,90.0,"(data governance, 33, great)"
597,director - business management operations,1.0,director business management operations,,,,director,business management operations,"(data management, 86, great)",86.0,"(data management, 80, great)"
598,,,,,,,,,,,
599,,,,,,,,,,,
600,,,,,,,,,,,
601,dir. sci,1.0,director sci,data scientist,great,90.0,director,,,90.0,"(data governance, 33, great)"
602,dir. enterprise information management ( eim),1.0,director enterprise information management enterprise information management,information management,great,90.0,director,,,90.0,"(data governance, 33, great)"
603,dir. enterprise data warehouse,1.0,director enterprise data warehouse,data warehouse,great,90.0,director,,,90.0,"(data governance, 33, great)"
604,dir. data architecture & big data,1.0,director data architecture big data,data architect,great,90.0,director,,,90.0,"(data governance, 33, great)"
605,dir risk strategies,1.0,director risk strategies,,,,director,risk strategies,"(risk data manager, 56, great)",56.0,"(risk data manager, 56, great)"
606,dir of it,1.0,director of it,data architect,great,90.0,director of,,,90.0,"(data governance, 33, great)"
607,dir of enterprise data services,1.0,director of enterprise data services,data services,great,90.0,director of,,,90.0,"(data governance, 33, great)"
608,dir of consumer credit risk,1.0,director of consumer credit risk,,,,director of,consumer credit risk,"(group risk manager, 50, great)",50.0,"(group risk manager, 53, great)"
609,dir of administrative systems for ent apps,1.0,director of administrative systems for ent apps,,,,director of administrative,systems for ent apps,"(ifrs9, 51, great)",51.0,"(systems analyst, 64, common)"
610,dir / sr. consultant - enterprise content governance -,1.0,director senior consultant enterprise content governance,,,,director senior consultant,enterprise content governance,"(data governance, 86, great)",86.0,"(data governance, 80, great)"
611,,,,,,,,,,,
612,dg project manager - coe,1.0,data governance project manager coe,data governance,great,95.0,project manager,,,95.0,"(data governance, 33, great)"
613,dg manager,1.0,data governance manager,data governance,great,100.0,manager,,,100.0,"(data governance, 33, great)"
614,dg consultant (contractor),1.0,data governance consultant contractor,data governance,great,90.0,consultant,,,90.0,"(data governance, 33, great)"
615,deputy executive director,1.0,deputy executive director,,,,executive director,deputy,"(business intelligence competency center, 45, great)",45.0,"(data quality, 44, great)"
616,"deputy director, aad fas ops (alumni reporting)",1.0,deputy director aad fas ops alumni reporting,,,,director,deputy aad fas ops alumni reporting,"(risk reporting, 86, great)",86.0,"(risk reporting, 78, great)"
617,deputy director of bws pmo,1.0,deputy director of bws project management office,,,,director of project,deputy bws management office,"(data management, 86, great)",86.0,"(data management, 80, great)"
618,deputy cio,1.0,deputy chief information officer,,,,officer,deputy chief information,"(chief information officer, 79, great)",79.0,"(chief information officer, 83, great)"
619,denali sourcing services for bny mellon global procurement,1.0,denali sourcing services for bny mellon global procurement,,,,global,denali sourcing services for bny mellon procurement,"(data services, 86, great)",86.0,"(data services, 76, great)"
620,"database specialist, analyst, programmer",1.0,database specialist analyst programmer,,,,specialist,database analyst programmer,"(data analyst, 86, great)",86.0,"(database analyst, 100, common)"
621,data warehousing manager,1.0,data warehousing manager,,,,manager,data warehousing,"(data warehouse, 87, great)",87.0,"(data warehouse, 87, great)"
622,,,,,,,,,,,
623,data warehouse architect / team leader,1.0,data warehouse architect team leader,data warehouse,great,90.0,leader,,,90.0,"(data governance, 33, great)"
624,,,,,,,,,,,
625,data warehouse architect - project manager,1.0,data warehouse architect project manager,data warehouse,great,90.0,project manager,,,90.0,"(data governance, 33, great)"
626,,,,,,,,,,,
627,,,,,,,,,,,
628,,,,,,,,,,,
629,data steward manager,1.0,data steward manager,data steward,great,100.0,manager,,,100.0,"(data governance, 33, great)"
630,,,,,,,,,,,
631,data steward,1.0,data steward,data steward,great,100.0,,,,,
632,"data scientist, project manager",1.0,data scientist project manager,data scientist,great,100.0,project manager,,,100.0,"(data governance, 33, great)"
633,data quality service manager,1.0,data quality service manager,data quality,great,90.0,manager,,,90.0,"(data governance, 33, great)"
634,,,,,,,,,,,
635,,,,,,,,,,,
636,data management consultant,1.0,data management consultant,data management,great,100.0,consultant,,,100.0,"(data governance, 33, great)"
637,data management advisor,1.0,data management advisor,data management,great,100.0,advisor,,,100.0,"(data governance, 33, great)"
638,,,,,,,,,,,
639,,,,,,,,,,,
640,,,,,,,,,,,
641,data governance specialist,1.0,data governance specialist,data governance,great,100.0,specialist,,,100.0,"(data governance, 33, great)"
642,,,,,,,,,,,
643,data governance program manager,1.0,data governance program manager,data governance,great,90.0,manager,,,90.0,"(data governance, 33, great)"
644,,,,,,,,,,,
645,data governance officer,1.0,data governance officer,data governance,great,100.0,officer,,,100.0,"(data governance, 33, great)"
646,data governance mgr,1.0,data governance manager,data governance,great,100.0,manager,,,100.0,"(data governance, 33, great)"
647,,,,,,,,,,,
648,data governance director,1.0,data governance director,data governance,great,100.0,director,,,100.0,"(data governance, 33, great)"
649,,,,,,,,,,,
650,,,,,,,,,,,
651,data architecture consultant,1.0,data architecture consultant,data architecture,great,100.0,consultant,,,100.0,"(data governance, 33, great)"
652,,,,,,,,,,,
653,,,,,,,,,,,
654,corporate director master data,1.0,corporate director master data,,,,director,corporate master data,"(data warehouse, 86, great)",86.0,"(master data governance, 74, great)"
655,corporate data officer,1.0,corporate data officer,,,,officer,corporate data,"(market data vendor management, 86, great)",86.0,"(big data, 67, great)"
656,contracts manager,1.0,contracts manager,,,,manager,contracts,"(controller, 53, great)",53.0,"(controller, 53, great)"
657,contract manager - sourcing  | verizon services ireland ltd,1.0,contract manager sourcing verizon services ireland ltd,,,,manager,contract sourcing verizon services ireland ltd,"(data services, 86, great)",86.0,"(data services, 76, great)"
658,contract manager,1.0,contract manager,,,,manager,contract,"(controller, 56, great)",56.0,"(controller, 56, great)"
659,"computing director, enterprise architecture team- data management",1.0,computing director enterprise architecture team data management,enterprise architect,great,90.0,director,,,90.0,"(data governance, 33, great)"
660,"computer system manager, database administrator",1.0,computer system manager database administrator,,,,manager,computer system database administrator,"(data steward, 60, great)",60.0,"(database administrator, 100, common)"
661,computer specialist,1.0,computer specialist,,,,specialist,computer,"(business intelligence competency center, 68, great)",68.0,"(controller, 56, great)"
662,compliance policy manager,1.0,compliance policy manager,,,,manager,compliance policy,"(clinical quality, 55, great)",55.0,"(chief compliance officer, 74, common)"
663,,,,,,,,,,,
664,commodities mgr,1.0,commodities manager,,,,manager,commodities,"(informatics, 45, great)",45.0,"(informatics, 45, great)"
665,,,,,,,,,,,
666,,,,,,,,,,,
667,cio director enterprise it data office,1.0,chief information officer director enterprise it data office,,,,officer director,chief information enterprise it data office,"(data protection officer, 86, great)",86.0,"(chief information officer, 81, great)"
668,,,,,,,,,,,
669,,,,,,,,,,,
670,,,,,,,,,,,
671,chief innovation officer,1.0,chief innovation officer,,,,officer,chief innovation,"(chief medical informatics officer, 86, great)",86.0,"(information architect, 70, great)"
672,chief information security officer,1.0,chief information security officer,,,,officer,chief information security,"(chief information officer, 78, great)",78.0,"(chief information officer, 81, great)"
673,chief information officer,1.0,chief information officer,chief information officer,great,100.0,,,,,
674,chief financial officer,1.0,chief financial officer,chief financial officer,great,100.0,,,,,
675,,,,,,,,,,,
676,chief data officer asset management,1.0,chief data officer asset management,,,,officer,chief data asset management,"(risk data manager, 86, great)",86.0,"(data management, 100, great)"
677,chief data officer - investments,1.0,chief data officer investments,,,,officer,chief data investments,"(chief medical informatics officer, 86, great)",86.0,"(chief data officer, 71, great)"
678,chief data officer - cib,1.0,chief data officer cib,,,,officer,chief data cib,"(market data vendor management, 86, great)",86.0,"(chief data officer, 83, great)"
679,,,,,,,,,,,
680,chief data analytics officer (cdao),1.0,chief data analytics officer cdao,analytics,great,90.0,officer,,,90.0,"(data governance, 33, great)"
681,chief content officer,1.0,chief content officer,,,,officer,chief content,"(chief medical informatics officer, 86, great)",86.0,"(chief investment officer, 59, common)"
682,,,,,,,,,,,
683,cfo,1.0,chief financial officer,chief financial officer,great,100.0,,,,,
684,cdo(budget holder),1.0,chief data officer budget holder,,,,officer,chief data budget holder,"(data warehouse, 86, great)",86.0,"(chief data officer, 71, great)"
685,cdo group,1.0,chief data officer group,,,,officer,chief data group,"(market data vendor management, 86, great)",86.0,"(chief data officer, 77, great)"
686,,,,,,,,,,,
687,category manager â€“ procurement unit,1.0,category manager procurement unit,,,,manager,category procurement unit,"(quality improvement, 55, great)",55.0,"(quality improvement, 55, great)"
688,,,,,,,,,,,
689,,,,,,,,,,,
690,business systems analyst lead,1.0,business systems analyst lead,,,,lead,business systems analyst,"(business intelligence competency center, 86, great)",86.0,"(business analyst, 100, common)"
691,business systems analyst - senior,1.0,business systems analyst senior,,,,senior,business systems analyst,"(business intelligence competency center, 86, great)",86.0,"(business analyst, 100, common)"
692,,,,,,,,,,,
693,business solutions consultant,1.0,business solutions consultant,,,,consultant,business solutions,"(business intelligence competency center, 86, great)",86.0,"(business solutions, 100, common)"
694,,,,,,,,,,,
695,business intelligence solution lead,1.0,business intelligence solution lead,business intelligence,great,95.0,lead,,,95.0,"(data governance, 33, great)"
696,,,,,,,,,,,
697,,,,,,,,,,,
698,,,,,,,,,,,
699,business implementation manager,1.0,business implementation manager,,,,manager,business implementation,"(business intelligence competency center, 86, great)",86.0,"(business solutions, 68, common)"
700,,,,,,,,,,,
701,,,,,,,,,,,
702,"business analyst, sr",1.0,business analyst senior,,,,senior,business analyst,"(business intelligence competency center, 86, great)",86.0,"(business analyst, 100, common)"
703,business analyst specialist,1.0,business analyst specialist,,,,specialist,business analyst,"(business intelligence competency center, 86, great)",86.0,"(business analyst, 100, common)"
704,,,,,,,,,,,
705,bpa collaboration lead,1.0,bpa collaboration lead,,,,lead,bpa collaboration,"(clinical applications, 47, great)",47.0,"(operations analyst, 51, common)"
706,,,,,,,,,,,
707,bi manager,1.0,business intelligence manager,business intelligence,great,100.0,manager,,,100.0,"(data governance, 33, great)"
708,bi and analytics executive,1.0,business intelligence and analytics executive,business intelligence,great,90.0,executive,,,90.0,"(data governance, 33, great)"
709,,,,,,,,,,,
710,"bank officer, data quality, enterprise data management & analytics, data governance analyst",1.0,bank officer data quality enterprise data management analytics data governance analyst,data governance,great,90.0,officer,,,90.0,"(data governance, 33, great)"
711,ba,1.0,business analyst,business analyst,common,100.0,,,,,
712,"avp, global it procurement",1.0,assistant vice president global it procurement,,,,assistant vice president global,it procurement,"(quality improvement, 67, great)",67.0,"(quality improvement, 55, great)"
713,"avp, business intelligence, strategy & planning",1.0,assistant vice president business intelligence strategy planning,business intelligence,great,90.0,assistant vice president,,,90.0,"(data governance, 33, great)"
714,avp data governance & business analysis,1.0,assistant vice president data governance business analysis,data governance,great,90.0,assistant vice president,,,90.0,"(data governance, 33, great)"
715,avp - data governance,1.0,assistant vice president data governance,data governance,great,100.0,assistant vice president,,,100.0,"(data governance, 33, great)"
716,associate general counsel - attorney,1.0,associate general counsel attorney,,,,associate,general counsel attorney,"(customer intelligence, 47, great)",47.0,"(customer intelligence, 49, great)"
717,"associate director, enterprise master data management",1.0,associate director enterprise master data management,data management,great,90.0,associate director,,,90.0,"(data governance, 33, great)"
718,associate - operations,1.0,associate operations,,,,associate,operations,"(chief information officer, 63, great)",63.0,"(operations analyst, 100, common)"
719,associate  director - eim solution architecture / delivery,1.0,associate director enterprise information management solution architecture delivery,information management,great,90.0,associate director,,,90.0,"(data governance, 33, great)"
720,"assoc. director, hr analytics and reporting",1.0,associate director hr analytics and reporting,analytics,great,90.0,associate director,,,90.0,"(data governance, 33, great)"
721,"assoc. director, fss management group  (financial systems)",1.0,associate director fss management group financial systems,,,,associate director,fss management group financial systems,"(finance change management, 86, great)",86.0,"(financial systems, 100, common)"
722,"assoc director, enterprise solutions delivery",1.0,associate director enterprise solutions delivery,,,,associate director,enterprise solutions delivery,"(enterprise architect, 64, great)",64.0,"(enterprise solutions, 100, common)"
723,assoc dir - it planning,1.0,associate director it planning,,,,associate director,it planning,"(chief nursing officer, 50, great)",50.0,"(data engineering, 52, common)"
724,assistant vp of it contract manager procurment,1.0,assistant vice president of it contract manager procurment,,,,assistant vice president of manager,it contract procurment,"(bcbs program, 52, great)",52.0,"(information architect, 47, great)"
725,"assistant vice president, key programs - metlife i",1.0,assistant vice president key programs metlife,,,,assistant vice president,key programs metlife,"(bcbs program, 60, great)",60.0,"(ccar program manager, 55, great)"
726,assistant vice president manager of quantitative compliance,1.0,assistant vice president manager of quantitative compliance,,,,assistant vice president manager of,quantitative compliance,"(clinical quality, 53, great)",53.0,"(chief compliance officer, 61, common)"
727,,,,,,,,,,,
728,architecture manager,1.0,architecture manager,architecture,great,100.0,manager,,,100.0,"(data governance, 33, great)"
729,application manager,1.0,application manager,clinical applications,great,90.0,manager,,,90.0,"(data governance, 33, great)"
730,application development manager,1.0,application development manager,,,,manager,application development,"(clinical applications, 61, great)",61.0,"(application development, 100, common)"
731,alliance mgr,1.0,alliance manager,,,,manager,alliance,"(business intelligence competency center, 68, great)",68.0,"(data science, 50, great)"
732,administrative director,1.0,administrative director,,,,administrative director,,,,
733,"administrative assistant to: kristi cunningham, pat branum and ashley sigrest.",1.0,administrative assistant to kristi cunningham pat branum and ashley sigrest,,,,administrative assistant,to kristi cunningham pat branum and ashley sigrest,"(sales data, 51, great)",51.0,"(market data vendor management, 38, great)"
734,"actuarial manager, predictive analytics (dg lead)",1.0,actuarial manager predictive analytics data governance lead,data governance,great,90.0,manager lead,,,90.0,"(data governance, 33, great)"
