,leadid,title,eloquascorecard,title_split,temp,temp_level,temp_title,temp_score
18194,00Q2000000esPdA,director it project management,D4,director it project management,"(director, nan, 60)",director,,60
18195,00Q2000000esPdB,mdm expert - founder & ceo,D4,master data manager expert founder chief executive officer,"(c-level, data manager, 85)",c-level,data manager,85
18196,00Q2000000esPdD,business analyst,D4,business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
18197,00Q2000000esPdE,managing director,D4,managing director,"(director, nan, 60)",director,,60
18198,00Q2000000esPdG,ceo,D4,chief executive officer,"(c-level, nan, 65)",c-level,,65
18199,00Q2000000esPdH,enterprise solutions director,D4,enterprise solutions director,"(director, enterprise, 65)",director,enterprise,65
18200,00Q2000000esPdJ,group master data management team leader,D4,group master data management team leader,"(manager, data management, 80)",manager,data management,80
18201,00Q2000000esPdK,data quality manager,D4,data quality manager,"(manager, data quality, 75)",manager,data quality,75
18202,00Q2000000esPdP,content quality & governance manager,D4,content quality governance manager,"(manager, governance, 68)",manager,governance,68
18203,00Q2000000esPdQ,functional lead information & data quality management,D4,functional lead information data quality management,"(manager, data quality, 75)",manager,data quality,75
18204,00Q2000000esPdR,data architect,D4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
18205,00Q2000000esPdS,data management consultant,D4,data management consultant,"(consultant, data management, 60)",consultant,data management,60
18206,00Q2000000esPdT,consultant,D4,consultant,"(consultant, nan, 51)",consultant,,51
18207,00Q2000000esPdU,enterprise information architect,D4,enterprise information architect,"(individual contributer, information architect, 70)",individual contributer,information architect,70
18208,00Q2000000esPdV,mdm expert & managing partner,D4,master data manager expert managing partner,"(manager, data manager, 80)",manager,data manager,80
18209,00Q2000000esPdW,business analyst,D4,business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
18210,00Q2000000esPdZ,research director,D4,research director,"(director, nan, 60)",director,,60
18211,00Q2000000esPda,business analyst,D4,business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
18212,00Q2000000esPdb,head of hnvq,D4,head of hnvq,"(department head, nan, 61)",department head,,61
18213,00Q2000000esPdc,technical data quality analyst,D4,technical data quality analyst,"(individual contributer, data quality, 60)",individual contributer,data quality,60
18214,00Q2000000esPdf,cio,D4,chief information officer,"(individual contributer, chief information officer, 70)",individual contributer,chief information officer,70
18215,00Q2000000esPdg,dw/bi architect,D4,data warehouse business intelligence architect,"(individual contributer, data warehouse, 70)",individual contributer,data warehouse,70
18216,00Q2000000esPdh,head of product development,D4,head of product development,"(department head, nan, 61)",department head,,61
18217,00Q2000000esPdn,business process manager,D4,business process manager,"(manager, nan, 58)",manager,,58
18218,00Q2000000esPdo,expert data manager,D4,expert data manager,"(manager, data manager, 80)",manager,data manager,80
18219,00Q2000000esPdp,section management & leader,D4,section management leader,"(individual contributer, nan, 53)",individual contributer,,53
18220,00Q2000000esPds,director of bi,D4,director of business intelligence,"(director, business intelligence, 85)",director,business intelligence,85
18221,00Q2000000esPe1,project manager,D4,project manager,"(manager, nan, 58)",manager,,58
18222,00Q2000000esPe4,director master data management,C4,director master data management,"(director, data management, 85)",director,data management,85
18223,00Q2000000esPe5,process specialist - information,D4,process specialist information,"(individual contributer, information, 60)",individual contributer,information,60
18224,00Q2000000esPe6,management consultant,D4,management consultant,"(consultant, nan, 51)",consultant,,51
18225,00Q2000000esPe7,data governance officer,D4,data governance officer,"(individual contributer, data governance, 80)",individual contributer,data governance,80
18226,00Q2000000esPe9,assit manager it,D4,assit manager it,"(manager, nan, 58)",manager,,58
18227,00Q2000000esPeA,group data governance analyst,D4,group data governance analyst,"(individual contributer, data governance, 80)",individual contributer,data governance,80
18228,00Q2000000esPeB,business consultant,D4,business consultant,"(consultant, nan, 51)",consultant,,51
18229,00Q2000000esPeC,consultant manager,D4,consultant manager,"(manager, nan, 58)",manager,,58
18230,00Q2000000esPeE,business consultant,D4,business consultant,"(consultant, nan, 51)",consultant,,51
18231,00Q2000000esPeG,head of it applications emea,D4,head of it applications emea,"(department head, nan, 61)",department head,,61
18232,00Q2000000esPeH,director,D4,director,"(director, nan, 60)",director,,60
18233,00Q2000000esPeI,practice manager,D4,practice manager,"(manager, nan, 58)",manager,,58
18234,00Q2000000esPeK,master data manager,D4,master data manager,"(manager, data manager, 80)",manager,data manager,80
18235,00Q2000000esPeL,senior database specialist,D4,senior database specialist,"(individual contributer, database, 33)",individual contributer,database,33
18236,00Q2000000esPeM,senior manager,D4,senior manager,"(manager, nan, 58)",manager,,58
18237,00Q2000000esPeP,software engineer,D4,software engineer,"(nan, nan, 50)",,,50
18238,00Q2000000esPeQ,manager,D4,manager,"(manager, nan, 58)",manager,,58
18239,00Q2000000esPeS,head business partner ict,D4,head business partner ict,"(department head, nan, 61)",department head,,61
18240,00Q2000000esPeT,head of consulting (public sector),D4,head of consulting public sector,"(department head, nan, 61)",department head,,61
18241,00Q2000000esPeU,technical architecture advisor,D4,technical architecture advisor,"(consultant, nan, 51)",consultant,,51
18242,00Q2000000esPeV,group master data services manager,D4,group master data services manager,"(manager, data services, 65)",manager,data services,65
18243,00Q2000000esPeW,manager,D4,manager,"(manager, nan, 58)",manager,,58
18244,00Q2000000esPeX,master data management consultant,D4,master data management consultant,"(consultant, data management, 60)",consultant,data management,60
18245,00Q2000000esPeY,senior consultant,D4,senior consultant,"(individual contributer, nan, 53)",individual contributer,,53
18246,00Q2000000esPed,global head of info mgmt,C4,global head of info management,"(department head, nan, 61)",department head,,61
18247,00Q2000000esPee,mdm architect,D4,master data manager architect,"(manager, data manager, 80)",manager,data manager,80
18248,00Q2000000esPef,reporting officer,D4,reporting officer,"(nan, reporting, 60)",,reporting,60
18249,00Q2000000esPeg,head of customer data strategy,D4,head of customer data strategy,"(department head, data, 66)",department head,data,66
18250,00Q2000000esPeh,ceo,D4,chief executive officer,"(c-level, nan, 65)",c-level,,65
18251,00Q2000000esPej,cio,D4,chief information officer,"(individual contributer, chief information officer, 70)",individual contributer,chief information officer,70
18252,00Q2000000esPek,consultant,D4,consultant,"(consultant, nan, 51)",consultant,,51
18253,00Q2000000esPeo,engineering manager - data governance,D4,engineering manager data governance,"(manager, data governance, 95)",manager,data governance,95
18254,00Q2000000esPep,information analyst,D4,information analyst,"(nan, information, 57)",,information,57
18255,00Q2000000esPer,head of data management,D4,head of data management,"(department head, data management, 85)",department head,data management,85
18256,00Q2000000o8Mbp,"vice president, market data commercial at nomura international plc",,vice president market data commercial at nomura international plc,"(vp, data, 68)",vp,data,68
18257,00Q2000000lV9z8,senior project manager - information technology aeando,D4,senior project manager information technology aeando,"(manager, information, 65)",manager,information,65
18258,00Q2000000lV9z9,"manager, senior technical information technology",D4,manager senior technical information technology,"(manager, information, 65)",manager,information,65
18259,00Q2000000lV9zA,senior information technology program manager,D4,senior information technology program manager,"(manager, information, 65)",manager,information,65
18260,00Q2000000lV9zB,senior project manager information tec,D4,senior project manager information tec,"(manager, information, 65)",manager,information,65
18261,00Q2000000lV9zC,senior project manager information technology,D4,senior project manager information technology,"(manager, information, 65)",manager,information,65
18262,00Q2000000lV9zD,senior business information specialist,D4,senior business information specialist,"(individual contributer, information, 60)",individual contributer,information,60
18263,00Q2000000lV9zE,senior project manager information technology,D4,senior project manager information technology,"(manager, information, 65)",manager,information,65
18264,00Q2000000lV9zF,senior global information technology contract negotiator,D4,senior global information technology contract negotiator,"(individual contributer, information, 60)",individual contributer,information,60
18265,00Q2000000lV9zG,senior project manager information technology,D4,senior project manager information technology,"(manager, information, 65)",manager,information,65
18266,00Q2000000lV9zH,"senior manager, quality assurance information technology",D4,senior manager quality assurance information technology,"(manager, information, 65)",manager,information,65
18267,00Q2000000lV9zI,senior project manager information technology,D4,senior project manager information technology,"(manager, information, 65)",manager,information,65
18268,00Q2000000lV9zJ,senior information technology project manager,D4,senior information technology project manager,"(manager, information, 65)",manager,information,65
18269,00Q2000000esPeu,senior business analyst,D4,senior business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
18270,00Q2000000esPev,data management lead,D4,data management lead,"(manager, data management, 80)",manager,data management,80
18271,00Q2000000esPew,data and information lead,D4,data and information lead,"(manager, data information, 70)",manager,data information,70
18272,00Q2000000esPex,enterprise architect,D4,enterprise architect,"(nan, enterprise, 55)",,enterprise,55
18273,00Q2000000esPey,data manager,D4,data manager,"(individual contributer, data manager, 80)",individual contributer,data manager,80
18274,00Q2000000esPf0,data governance manager,D4,data governance manager,"(manager, data governance, 95)",manager,data governance,95
18275,00Q2000000g4giE,sales manager,D4,sales manager,"(manager, sales, 18)",manager,sales,18
18276,00Q2000000g3fah,enterprise data quality,C4,enterprise data quality,"(individual contributer, data quality, 60)",individual contributer,data quality,60
18277,00Q2000000esf6A,bpm,D4,bpm,"(nan, nan, 50)",,,50
18278,00Q2000000qhyrg,director,C4,director,"(director, nan, 60)",director,,60
18279,00Q2000000fuMuS,avp-business intelligence,C4,assistant vp business intelligence,"(vp, business intelligence, 85)",vp,business intelligence,85
18280,00Q2000000fuMuV,reporting analytics manager,C4,reporting analytics manager,"(manager, analytics, 80)",manager,analytics,80
18281,00Q2000000fuMuk,application systems analyst,D4,application systems analyst,"(nan, nan, 50)",,,50
18282,00Q2000000fuMun,program manager,D4,program manager,"(manager, nan, 58)",manager,,58
18283,00Q2000000fuMux,director,C4,director,"(director, nan, 60)",director,,60
18284,00Q2000000fuMv1,solutions architect,D4,solutions architect,"(nan, nan, 50)",,,50
18285,00Q2000000fuMvG,bi consultant,D4,business intelligence consultant,"(consultant, business intelligence, 50)",consultant,business intelligence,50
18286,00Q2000000fuMvO,manager data services,D4,manager data services,"(manager, data services, 65)",manager,data services,65
18287,00Q2000000fuMvX,research & policy advisor,C4,research policy advisor,"(consultant, nan, 51)",consultant,,51
18288,00Q2000000fuMvb,manager foundational analytic data services,D4,manager foundational analytic data services,"(manager, data services, 65)",manager,data services,65
18289,00Q2000000fuMvc,sr princ data & insights analyst,D4,senior princ data insights analyst,"(individual contributer, data, 58)",individual contributer,data,58
18290,00Q2000000fuMvd,director information services,D4,director information services,"(director, information, 67)",director,information,67
18291,00Q2000000fuMve,sr. bi technical specialist,D4,senior business intelligence technical specialist,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
18292,00Q2000000fuMvf,senior manager,D4,senior manager,"(manager, nan, 58)",manager,,58
18293,00Q2000000lVErQ,dba,D4,dba,"(nan, nan, 50)",,,50
18294,00Q2000000fuMvj,assistant director business intelligence,D4,assistant director business intelligence,"(director, business intelligence, 85)",director,business intelligence,85
18295,00Q2000000g3Ay0,"vice president, enterprise data steward",D4,vice president enterprise data steward,"(vp, data steward, 90)",vp,data steward,90
18296,00Q2000000esON2,data governance manager,D4,data governance manager,"(manager, data governance, 95)",manager,data governance,95
18297,00Q2000000g3LAa,mr.,D4,mr,"(nan, nan, 50)",,,50
18298,00Q2000000g3LJc,solutions architect,D4,solutions architect,"(nan, nan, 50)",,,50
18299,00Q2000000o8N9o,enterprise architect,C4,enterprise architect,"(nan, enterprise, 55)",,enterprise,55
18300,00Q2000000o8N9p,enterprise risk management practice leader,C4,enterprise risk management practice leader,"(individual contributer, risk management, 60)",individual contributer,risk management,60
18301,00Q2000000o8N9q,vice president enterprise architecture,C4,vice president enterprise architecture,"(vp, enterprise, 68)",vp,enterprise,68
18302,00Q2000000o8N9r,"senior vice president, global head, enterprise engineering",C4,senior vice president global head enterprise engineering,"(vp, enterprise, 68)",vp,enterprise,68
18303,00Q2000000g2dno,conseiller ict - mthodes,D4,conseiller ict thodes,"(nan, nan, 50)",,,50
18304,00Q2000000g2vOg,"director, data governance & forecasting",D4,director data governance forecasting,"(director, data governance, 95)",director,data governance,95
18305,00Q2000000g3HqE,sr. mdm consultant,D4,senior master data manager consultant,"(manager, data manager, 80)",manager,data manager,80
18306,00Q2000000g3HYB,architect,D4,architect,"(nan, nan, 50)",,,50
18307,00Q2000000fuVqg,enterprise architecture consultant,D4,enterprise architecture consultant,"(consultant, enterprise, 56)",consultant,enterprise,56
18308,00Q2000000qhstx,sr. account exec. inf. integration and governance,B4,senior account executive inf integration and governance,"(c-level, governance, 75)",c-level,governance,75
18309,00Q2000000g3u4R,director data management,D4,director data management,"(director, data management, 85)",director,data management,85
18310,00Q2000000lVEZD,"manager, data architecture, business intelligence",D4,manager data architecture business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
18311,00Q2000000lVEZE,data management analyst senior,D4,data management analyst senior,"(individual contributer, data management, 80)",individual contributer,data management,80
18312,00Q2000000lVEZF,data management analyst,D4,data management analyst,"(individual contributer, data management, 80)",individual contributer,data management,80
18313,00Q2000000lVEZG,"data scientist, market planning and strategy",D4,data scientist market planning and strategy,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
18314,00Q2000000lVEZH,data analyst,D4,data analyst,"(nan, data, 55)",,data,55
18315,00Q2000000lVEZI,business intelligence/data warehouse consultant,D4,business intelligence data warehouse consultant,"(consultant, data warehouse, 50)",consultant,data warehouse,50
18316,00Q2000000lVEZJ,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
18317,00Q2000000lVEZK,compliance data analyst,D4,compliance data analyst,"(nan, compliance data, 65)",,compliance data,65
18318,00Q2000000lVEZL,senior data scientist,D4,senior data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
18319,00Q2000000lVEZM,master data analyst,D4,master data analyst,"(individual contributer, master data, 60)",individual contributer,master data,60
18320,00Q2000000lVEZN,"business analysis manager, voice and data services",D4,business analysis manager voice and data services,"(manager, data services, 65)",manager,data services,65
18321,00Q2000000lVEZO,manager master data integrity,D4,manager master data integrity,"(manager, master data, 70)",manager,master data,70
18322,00Q2000000g3PFM,database & bi technology architect,C4,database business intelligence technology architect,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
18323,00Q2000000qi09R,practice principle,C4,practice principle,"(nan, nan, 50)",,,50
18324,00Q2000000lVEaD,senior vice president of marketing,D4,senior vice president of marketing,"(vp, nan, 63)",vp,,63
18325,00Q2000000lVEaE,north region marketing director,D4,north region marketing director,"(director, nan, 60)",director,,60
18326,00Q2000000o7qqO,head of application & data architecture at smith & williamson,D4,head of application data architecture at smith williamson,"(department head, data architect, 80)",department head,data architect,80
18327,00Q2000000g5hJH,data architect,C4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
18328,00Q2000000o7h6a,programme director- data models and reportin,D4,programme director data models and reportin,"(director, data, 65)",director,data,65
18329,00Q2000000mKj38,senior director technical business operations,D4,senior director technical business operations,"(director, operations, 65)",director,operations,65
18330,00Q2000000mKj39,senior process engineer,D4,senior process engineer,"(individual contributer, nan, 53)",individual contributer,,53
18331,00Q2000000mKj3A,director chief strategy,D4,director chief strategy,"(c-level, nan, 65)",c-level,,65
18332,00Q2000000mKj3B,senior.process engineer - technology development,D4,senior process engineer technology development,"(individual contributer, nan, 53)",individual contributer,,53
18333,00Q2000000mKj3C,senior process engineer,D4,senior process engineer,"(individual contributer, nan, 53)",individual contributer,,53
18334,00Q2000000mKj3D,senior process engineer,D4,senior process engineer,"(individual contributer, nan, 53)",individual contributer,,53
18335,00Q2000000mKj3E,director business operations,D4,director business operations,"(director, operations, 65)",director,operations,65
18336,00Q2000000mKj3F,"senior process engineer, technology development",D4,senior process engineer technology development,"(individual contributer, nan, 53)",individual contributer,,53
18337,00Q2000000mKj3G,"senior manager, global procurement efficiency",D4,senior manager global procurement efficiency,"(manager, nan, 58)",manager,,58
18338,00Q2000000mKj3H,director compliance and legal affairs,D4,director compliance and legal affairs,"(director, compliance, 70)",director,compliance,70
18339,00Q2000000mKj3I,risk control program manager,D4,risk control program manager,"(manager, nan, 58)",manager,,58
18340,00Q2000000mKj3J,senior process engineer,D4,senior process engineer,"(individual contributer, nan, 53)",individual contributer,,53
18341,00Q2000000mKj3K,senior process engineer,D4,senior process engineer,"(individual contributer, nan, 53)",individual contributer,,53
18342,00Q2000000o7glm,finance data production manager at the co-operative bank plc,D4,finance data production manager at the co operative bank plc,"(manager, data, 63)",manager,data,63
18343,00Q2000000mLzTK,director bi/dw,C4,director business intelligence data warehouse,"(director, data warehouse, 85)",director,data warehouse,85
18344,00Q2000000mLzTL,it teccnical lead,C4,it teccnical lead,"(manager, nan, 58)",manager,,58
18345,00Q2000000mLzTM,it technical manager,C4,it technical manager,"(manager, nan, 58)",manager,,58
18346,00Q2000000mLzTN,it,C4,it,"(nan, nan, 50)",,,50
18347,00Q2000000mLzTO,programmer,C4,programmer,"(nan, programmer, 20)",,programmer,20
18348,00Q2000000mLzTQ,dw programmer,C4,data warehouse programmer,"(individual contributer, data warehouse, 70)",individual contributer,data warehouse,70
18349,00Q2000000mLzTR,data analytics coe leader,C4,data analytics coe leader,"(individual contributer, analytics, 70)",individual contributer,analytics,70
18350,00Q2000000mLzTa,information architect,D4,information architect,"(individual contributer, information architect, 70)",individual contributer,information architect,70
18351,00Q2000000mLzTb,director operations,D4,director operations,"(director, operations, 65)",director,operations,65
18352,00Q2000000mLzTc,"sr. program manager, it",D4,senior program manager it,"(manager, nan, 58)",manager,,58
18353,00Q2000000mLzTd,vp,D4,vp,"(vp, nan, 63)",vp,,63
18354,00Q2000000mLzTe,business relationship manager,D4,business relationship manager,"(manager, nan, 58)",manager,,58
18355,00Q2000000mLzTf,data analyst,D4,data analyst,"(nan, data, 55)",,data,55
18356,00Q2000000mLzTh,"sr. manager, purchasing systems &amp",D4,senior manager purchasing systems amp,"(manager, nan, 58)",manager,,58
18357,00Q2000000mLzTi,"sr. manager, data analytics",D4,senior manager data analytics,"(manager, analytics, 80)",manager,analytics,80
18358,00Q2000000mLzTj,data management,D4,data management,"(individual contributer, data management, 80)",individual contributer,data management,80
18359,00Q2000000mLzTk,sr business intelligence analyst,D4,senior business intelligence analyst,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
18360,00Q2000000mLzTl,analyst,D4,analyst,"(nan, nan, 50)",,,50
18361,00Q2000000mLzTm,business consultant,D4,business consultant,"(consultant, nan, 51)",consultant,,51
18362,00Q2000000mLzTn,it director - business intelligence,D4,it director business intelligence,"(director, business intelligence, 85)",director,business intelligence,85
18363,00Q2000000mLzTq,etl developer,D4,etl developer,"(nan, etl, 30)",,etl,30
18364,00Q2000000mLzTr,it analyst,D4,it analyst,"(nan, nan, 50)",,,50
18365,00Q2000000mLzTu,"director, innovation scientist",D4,director innovation scientist,"(director, nan, 60)",director,,60
18366,00Q2000000mLzTv,project leader database administration,D4,project leader database administration,"(individual contributer, database, 33)",individual contributer,database,33
18367,00Q2000000mLzU4,"director, information management",D4,director information management,"(director, information management, 90)",director,information management,90
18368,00Q2000000mLzUC,manager of data modeling/data architecture,D4,manager of data modeling data architecture,"(manager, data architect, 75)",manager,data architect,75
18369,00Q2000000mLzUF,director business intelligence,D4,director business intelligence,"(director, business intelligence, 85)",director,business intelligence,85
18370,00Q2000000mLzUM,data platform architect,D4,data platform architect,"(nan, data, 55)",,data,55
18371,00Q2000000mLzUN,etl/bi specialist,D4,etl business intelligence specialist,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
18372,00Q2000000mLzUO,senior developer,D4,senior developer,"(individual contributer, nan, 53)",individual contributer,,53
18373,00Q2000000mLzUP,bi development manager,D4,business intelligence development manager,"(manager, business intelligence, 80)",manager,business intelligence,80
18374,00Q2000000mLzUQ,bi architect,D4,business intelligence architect,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
18375,00Q2000000mLzUS,data anaylst,D4,data anaylst,"(nan, data, 55)",,data,55
18376,00Q2000000mLzUU,ed services,D4,ed services,"(nan, nan, 50)",,,50
18377,00Q2000000mLzUY,program performance analyst,D4,program performance analyst,"(nan, performance, 40)",,performance,40
18378,00Q2000000mLzUg,"sr. mgr, it entprz bus. intel.",D4,senior manager it entprz bus intel,"(manager, nan, 58)",manager,,58
18379,00Q2000000mLzUh,"solutions analyst, business intelligence",D4,solutions analyst business intelligence,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
18380,00Q2000000mLzUi,"solutions analyst, business intelligence",D4,solutions analyst business intelligence,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
18381,00Q2000000mLzUj,enterprise data warehouse manager,D4,enterprise data warehouse manager,"(manager, data warehouse, 75)",manager,data warehouse,75
18382,00Q2000000mLzUk,principle business analyst,D4,principle business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
18383,00Q2000000mLzUl,datawarehouse analyst,D4,datawarehouse analyst,"(nan, data, 55)",,data,55
18384,00Q2000000mLzUm,"manager, corporate analytics",D4,manager corporate analytics,"(manager, analytics, 80)",manager,analytics,80
18385,00Q2000000mLzUn,manager sap business warehouse,D4,manager sap business warehouse,"(manager, nan, 58)",manager,,58
18386,00Q2000000mLzUo,senior bi/etl developer,D4,senior business intelligence etl developer,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
18387,00Q2000000mLzUu,manager,D4,manager,"(manager, nan, 58)",manager,,58
18388,00Q2000000mLzUy,director of data services,D4,director of data services,"(director, data services, 70)",director,data services,70
18389,00Q2000000g5gQq,analista de datawarehouse,D4,analista de datawarehouse,"(nan, data, 55)",,data,55
18390,00Q2000000fuXHM,senior business analyst - customer service,D4,senior business analyst customer service,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
18391,00Q2000000g2eMO,"director, global sales & marketing",D4,director global sales marketing,"(director, sales, 20)",director,sales,20
18392,00Q2000000g2qlH,crio,D4,crio,"(nan, nan, 50)",,,50
18393,00Q2000000mL27O,"team lead, production support and business intelligence etl architect",D4,team lead production support and business intelligence etl architect,"(manager, business intelligence, 80)",manager,business intelligence,80
18394,00Q2000000mL27P,"director, global market and customer intelligence",D4,director global market and customer intelligence,"(director, nan, 60)",director,,60
18395,00Q2000000mL2BC,vice president information technology risk reviewer,C4,vice president information technology risk reviewer,"(vp, information, 70)",vp,information,70
18396,00Q2000000mL2BD,vice president information technology risk reviewer,C4,vice president information technology risk reviewer,"(vp, information, 70)",vp,information,70
18397,00Q2000000mL2BE,vice president - risk and corporate bank information and bi,C4,vice president risk and corporate bank information and business intelligence,"(vp, business intelligence, 85)",vp,business intelligence,85
18398,00Q2000000mL2BF,"vice president, manager of information services",D4,vice president manager of information services,"(vp, information, 70)",vp,information,70
18399,00Q2000000mL2BG,vice president of information technology network,C4,vice president of information technology network,"(vp, information, 70)",vp,information,70
18400,00Q2000000mL2BH,vice president and information technology risk reviewer,D4,vice president and information technology risk reviewer,"(vp, information, 70)",vp,information,70
18401,00Q2000000mL2BI,vice president information security,D4,vice president information security,"(vp, information, 70)",vp,information,70
18402,00Q2000000mL2BJ,vice president information technology project management,D4,vice president information technology project management,"(vp, information, 70)",vp,information,70
18403,00Q2000000mL2BK,assistant vice president of corporate information security,D4,assistant vice president of corporate information security,"(vp, information, 70)",vp,information,70
18404,00Q2000000mL2BL,vice president information technology,C4,vice president information technology,"(vp, information, 70)",vp,information,70
18405,00Q2000000mL2BM,"vice president, risk and information security controls manager",D4,vice president risk and information security controls manager,"(vp, information, 70)",vp,information,70
18406,00Q2000000mL2BN,vice president global information technology asset management,D4,vice president global information technology asset management,"(vp, information, 70)",vp,information,70
18407,00Q2000000mL2BO,vice president - risk and corporate bank information and business intelligence,D4,vice president risk and corporate bank information and business intelligence,"(vp, business intelligence, 85)",vp,business intelligence,85
18408,00Q2000000mL1u9,"manager, information technology infrastructure",C4,manager information technology infrastructure,"(manager, information, 65)",manager,information,65
18409,00Q2000000mL1uA,information technology project leader,C4,information technology project leader,"(individual contributer, information, 60)",individual contributer,information,60
18410,00Q2000000mL1uB,information technology infrastructure manager,C4,information technology infrastructure manager,"(manager, information, 65)",manager,information,65
18411,00Q2000000mL1uC,senior information technology support analyst,C4,senior information technology support analyst,"(individual contributer, information, 60)",individual contributer,information,60
18412,00Q2000000lVO2v,"senior director, data stewardship",D4,senior director data stewardship,"(director, data steward, 85)",director,data steward,85
18413,00Q2000000mLzRl,project and data quality manager,D4,project and data quality manager,"(manager, data quality, 75)",manager,data quality,75
18414,00Q2000000mLzRm,enterprise data architect,D4,enterprise data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
18415,00Q2000000mLzRn,senior sda,D4,senior sda,"(individual contributer, nan, 53)",individual contributer,,53
18416,00Q2000000mLzRo,"manager, engineering and field operations it",D4,manager engineering and field operations it,"(manager, operations, 63)",manager,operations,63
18417,00Q2000000mLzRt,bi programmanager,D4,business intelligence programmanager,"(manager, business intelligence, 80)",manager,business intelligence,80
18418,00Q2000000mLzRu,information architect,D4,information architect,"(individual contributer, information architect, 70)",individual contributer,information architect,70
18419,00Q2000000mLzS4,data warehouse architect,D4,data warehouse architect,"(individual contributer, data warehouse, 70)",individual contributer,data warehouse,70
18420,00Q2000000mLzS5,data warehouse developer,D4,data warehouse developer,"(individual contributer, data warehouse, 70)",individual contributer,data warehouse,70
18421,00Q2000000mLzS6,associate director university data warehouse,D4,associate director university data warehouse,"(director, data warehouse, 85)",director,data warehouse,85
18422,00Q2000000mLzSA,"senior developer, business intelligence",D4,senior developer business intelligence,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
18423,00Q2000000mLzSF,"supervisor, human resource analytics",D4,supervisor human resource analytics,"(individual contributer, analytics, 70)",individual contributer,analytics,70
18424,00Q2000000mLzSG,data services manager,D4,data services manager,"(manager, data services, 65)",manager,data services,65
18425,00Q2000000mLzSH,business analyst,D4,business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
18426,00Q2000000mLzSI,principal modeler,D4,principal modeler,"(individual contributer, nan, 53)",individual contributer,,53
18427,00Q2000000mLzSJ,"vp, bi manager, retail sales manager",D4,vp business intelligence manager retail sales manager,"(vp, business intelligence, 85)",vp,business intelligence,85
18428,00Q2000000mLzSK,data engineer,D4,data engineer,"(individual contributer, data engineer, 65)",individual contributer,data engineer,65
18429,00Q2000000mLzSL,lead database engineer,D4,lead database engineer,"(manager, database, 38)",manager,database,38
18430,00Q2000000mLzSN,director - business intelligence,D4,director business intelligence,"(director, business intelligence, 85)",director,business intelligence,85
18431,00Q2000000mLzSP,i/t support specialist a,D4,support specialist,"(individual contributer, nan, 53)",individual contributer,,53
18432,00Q2000000mLzSQ,manager,D4,manager,"(manager, nan, 58)",manager,,58
18433,00Q2000000mLzSR,solution lead,D4,solution lead,"(manager, nan, 58)",manager,,58
18434,00Q2000000mLzSS,oracle dba,D4,oracle dba,"(nan, nan, 50)",,,50
18435,00Q2000000mLzST,enterprise data strategies: data architect,D4,enterprise data strategies data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
18436,00Q2000000mLzSV,manager of enterprise architecture,D4,manager of enterprise architecture,"(manager, enterprise, 63)",manager,enterprise,63
18437,00Q2000000mLzSW,executive head of enterprise information management & governance,D4,executive head of enterprise information management governance,"(c-level, information management, 90)",c-level,information management,90
18438,00Q2000000mLzSY,software engineer,D4,software engineer,"(nan, nan, 50)",,,50
18439,00Q2000000mLzSZ,data team lead,D4,data team lead,"(manager, data, 63)",manager,data,63
18440,00Q2000000mLzSa,reporting manager,,reporting manager,"(manager, reporting, 68)",manager,reporting,68
18441,00Q2000000mLzSb,ingeniero especializado,D4,ingeniero especializado,"(nan, nan, 50)",,,50
18442,00Q2000000mLzSc,director de servicios de ti en produccin,D4,director de servicios de ti en produccin,"(director, nan, 60)",director,,60
18443,00Q2000000mLzSd,senior application manager,D4,senior application manager,"(manager, nan, 58)",manager,,58
18444,00Q2000000mLzSf,project manager,D4,project manager,"(manager, nan, 58)",manager,,58
18445,00Q2000000mLzSi,data architect,D4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
18446,00Q2000000mLzSp,branch chief,D4,branch chief,"(c-level, nan, 65)",c-level,,65
